Species	Symbol	Ensembl	Family	Protein	Entrez ID
Homo_sapiens	TFEB	ENSG00000112561	bHLH	ENSP00000412551;ENSP00000351742;ENSP00000383998;ENSP00000384203;ENSP00000230323;ENSP00000410391;ENSP00000362124;ENSP00000377824;ENSP00000343948;	7942
Homo_sapiens	SOX3	ENSG00000134595	HMG	ENSP00000359567;	6658
Homo_sapiens	MYSM1	ENSG00000162601	MYB	ENSP00000418734;	114803
Homo_sapiens	HEY2	ENSG00000135547	bHLH	ENSP00000357349;ENSP00000357348;	23493
Homo_sapiens	ZNF84	ENSG00000198040	zf-C2H2	ENSP00000376133;ENSP00000331465;ENSP00000437949;ENSP00000445549;ENSP00000445820;	7637
Homo_sapiens	NCOA1	ENSG00000084676	bHLH	ENSP00000288599;ENSP00000385097;ENSP00000385216;ENSP00000320940;ENSP00000379197;	8648
Homo_sapiens	SUB1	ENSG00000113387	PC4	ENSP00000265073;ENSP00000426850;ENSP00000422078;ENSP00000422806;ENSP00000427100;	10923
Homo_sapiens	ZNF723	ENSG00000268696	zf-C2H2	ENSP00000494306;	646864
Homo_sapiens	SOX13	ENSG00000143842	HMG	ENSP00000356172;ENSP00000478239;	9580
Homo_sapiens	ZBTB37	ENSG00000185278	ZBTB	ENSP00000415293;ENSP00000415293;ENSP00000356674;ENSP00000356674;ENSP00000356677;	84614
Homo_sapiens	MSX1	ENSG00000163132	Homeobox	ENSP00000372170;	4487
Homo_sapiens	ZNF564	ENSG00000249709	zf-C2H2	ENSP00000340004;	163050
Homo_sapiens	NKX2-1	ENSG00000136352	Homeobox	ENSP00000346879;ENSP00000428341;ENSP00000429519;ENSP00000429607;	7080
Homo_sapiens	ZNF292	ENSG00000188994	zf-C2H2	ENSP00000342847;ENSP00000358590;ENSP00000428857;	23036
Homo_sapiens	ZNF749	ENSG00000186230	zf-C2H2	ENSP00000333980;	388567
Homo_sapiens	LHX4	ENSG00000121454	Homeobox	ENSP00000263726;	89884
Homo_sapiens	HES2	ENSG00000069812	bHLH	ENSP00000367065;ENSP00000367068;ENSP00000465248;ENSP00000367067;ENSP00000465270;	54626
Homo_sapiens	HLF	ENSG00000108924	TF_bZIP	ENSP00000226067;ENSP00000402496;ENSP00000461455;ENSP00000460296;ENSP00000460572;	3131
Homo_sapiens	IRF9	ENSG00000213928	IRF	ENSP00000453974;ENSP00000313529;ENSP00000453540;ENSP00000454095;ENSP00000380073;ENSP00000454078;	10379
Homo_sapiens	PPARG	ENSG00000132170	THR-like	ENSP00000495840;ENSP00000380210;ENSP00000494873;ENSP00000287820;ENSP00000380207;ENSP00000494934;ENSP00000380205;ENSP00000380195;ENSP00000380224;ENSP00000380221;ENSP00000380196;ENSP00000312472;	5468
Homo_sapiens	SHOX2	ENSG00000168779	Homeobox	ENSP00000419362;ENSP00000398704;ENSP00000397099;ENSP00000374240;ENSP00000479329;	6474
Homo_sapiens	ZNF277	ENSG00000198839	zf-C2H2	ENSP00000354501;ENSP00000402292;ENSP00000390359;	11179
Homo_sapiens	ZNF878	ENSG00000257446	zf-C2H2	ENSP00000447931;	729747
Homo_sapiens	ARID1B	ENSG00000049618	ARID	ENSP00000344546;ENSP00000412835;ENSP00000489636;ENSP00000490550;ENSP00000490948;ENSP00000490385;ENSP00000489729;ENSP00000313006;ENSP00000383596;ENSP00000490491;ENSP00000055163;	57492
Homo_sapiens	ZNF426	ENSG00000130818	zf-C2H2	ENSP00000468100;ENSP00000253115;ENSP00000439017;	79088
Homo_sapiens	DLX4	ENSG00000108813	Homeobox	ENSP00000240306;ENSP00000480366;ENSP00000410622;	1748
Homo_sapiens	ZNF33B	ENSG00000196693	zf-C2H2	ENSP00000481265;ENSP00000352444;	7582
Homo_sapiens	ZNF639	ENSG00000121864	zf-C2H2	ENSP00000419650;ENSP00000477626;ENSP00000418766;ENSP00000417740;ENSP00000325634;	51193
Homo_sapiens	BARHL2	ENSG00000143032	Homeobox	ENSP00000359474;	343472
Homo_sapiens	ZNF83	ENSG00000167766	zf-C2H2	ENSP00000472619;ENSP00000301096;ENSP00000440713;ENSP00000445993;ENSP00000439681;	55769
Homo_sapiens	HAND2	ENSG00000164107	bHLH	ENSP00000352565;ENSP00000477638;ENSP00000427084;	9464
Homo_sapiens	ZBTB42	ENSG00000179627	ZBTB	ENSP00000450673;ENSP00000450673;ENSP00000409107;	100128927
Homo_sapiens	ARNTL2	ENSG00000029153	bHLH	ENSP00000379238;ENSP00000442438;ENSP00000266503;ENSP00000400185;ENSP00000438545;ENSP00000312247;ENSP00000445836;ENSP00000261178;	56938
Homo_sapiens	ZNF320	ENSG00000182986	zf-C2H2	ENSP00000473091;ENSP00000468995;	162967
Homo_sapiens	ZNF10	ENSG00000256223	zf-C2H2	ENSP00000248211;ENSP00000393814;ENSP00000384893;	7556
Homo_sapiens	TUB	ENSG00000166402	Tub	ENSP00000299506;ENSP00000434400;ENSP00000305426;	7275
Homo_sapiens	ZNF107	ENSG00000196247	zf-C2H2	ENSP00000343443;ENSP00000481898;ENSP00000400037;ENSP00000483720;ENSP00000378789;	51427
Homo_sapiens	ZFP36L1	ENSG00000185650	zf-CCCH	ENSP00000388402;ENSP00000337386;ENSP00000450600;ENSP00000450784;	677
Homo_sapiens	ZNF713	ENSG00000178665	zf-C2H2	ENSP00000487818;ENSP00000416662;	349075
Homo_sapiens	ARID2	ENSG00000189079	ARID	ENSP00000397307;ENSP00000335044;ENSP00000415650;	196528
Homo_sapiens	ATF4	ENSG00000128272	TF_bZIP	ENSP00000336790;ENSP00000384587;ENSP00000379912;	468
Homo_sapiens	KMT2C	ENSG00000055609	HMG	ENSP00000347325;ENSP00000262189;	58508
Homo_sapiens	ZNF783	ENSG00000204946	zf-C2H2	ENSP00000410890;	100289678
Homo_sapiens	HIVEP1	ENSG00000095951	zf-C2H2	ENSP00000486543;ENSP00000368698;ENSP00000445617;	3096
Homo_sapiens	MGA	ENSG00000174197	T-box	ENSP00000219905;ENSP00000457035;ENSP00000457151;ENSP00000442467;ENSP00000457474;ENSP00000455155;ENSP00000456141;	23269
Homo_sapiens	ZNF560	ENSG00000198028	zf-C2H2	ENSP00000301480;	147741
Homo_sapiens	MSX2	ENSG00000120149	Homeobox	ENSP00000239243;	4488
Homo_sapiens	ZNF174	ENSG00000103343	zf-C2H2	ENSP00000268655;ENSP00000460397;	7727
Homo_sapiens	TRPS1	ENSG00000104447	zf-GATA	ENSP00000428680;ENSP00000428910;ENSP00000220888;ENSP00000379065;ENSP00000428121;ENSP00000492037;	7227
Homo_sapiens	ZNF616	ENSG00000204611	zf-C2H2	ENSP00000471000;	90317
Homo_sapiens	DNAJC2	ENSG00000105821	MYB	ENSP00000368565;ENSP00000249270;	27000
Homo_sapiens	ATF3	ENSG00000162772	TF_bZIP	ENSP00000355954;ENSP00000355948;ENSP00000480606;ENSP00000336908;ENSP00000432208;ENSP00000344352;ENSP00000355952;ENSP00000483576;ENSP00000355950;	467
Homo_sapiens	HOXB3	ENSG00000120093	Homeobox	ENSP00000418035;ENSP00000417207;ENSP00000418729;ENSP00000308252;ENSP00000420595;ENSP00000418892;ENSP00000449977;ENSP00000419676;	3213
Homo_sapiens	ZNF101	ENSG00000181896	zf-C2H2	ENSP00000468049;ENSP00000400952;ENSP00000319716;ENSP00000466744;	94039
Homo_sapiens	ZNF583	ENSG00000198440	zf-C2H2	ENSP00000291598;ENSP00000388502;	147949
Homo_sapiens	ZNF880	ENSG00000221923	zf-C2H2	ENSP00000406318;	400713
Homo_sapiens	ELF4	ENSG00000102034	ETS	ENSP00000478297;ENSP00000338608;ENSP00000311280;	2000
Homo_sapiens	ZHX2	ENSG00000178764	Homeobox	ENSP00000314709;	22882
Homo_sapiens	GSC	ENSG00000133937	Homeobox	ENSP00000238558;	145258
Homo_sapiens	ZNF71	ENSG00000197951	zf-C2H2	ENSP00000328245;	58491
Homo_sapiens	HBP1	ENSG00000105856	HMG	ENSP00000418738;ENSP00000420500;ENSP00000475809;ENSP00000222574;ENSP00000419143;	26959
Homo_sapiens	HOXB8	ENSG00000120068	Homeobox	ENSP00000460659;ENSP00000460254;ENSP00000239144;	3218
Homo_sapiens	ZNF302	ENSG00000089335	zf-C2H2	ENSP00000396379;ENSP00000405219;ENSP00000391067;ENSP00000486577;ENSP00000421028;ENSP00000481754;	55900
Homo_sapiens	ZFP41	ENSG00000181638	zf-C2H2	ENSP00000327427;ENSP00000430465;	286128
Homo_sapiens	TBX20	ENSG00000164532	T-box	ENSP00000386170;	57057
Homo_sapiens	NEUROG1	ENSG00000181965	bHLH	ENSP00000317580;	4762
Homo_sapiens	DUX4	ENSG00000260596	Homeobox	ENSP00000458065;ENSP00000455112;ENSP00000483555;ENSP00000456539;	100288687
Homo_sapiens	PKNOX2	ENSG00000165495	Homeobox	ENSP00000298282;	63876
Homo_sapiens	SMARCA1	ENSG00000102038	MYB	ENSP00000360162;ENSP00000360163;ENSP00000360164;	6594
Homo_sapiens	ZSCAN18	ENSG00000121413	zf-C2H2	ENSP00000412253;ENSP00000392653;ENSP00000470123;ENSP00000468934;ENSP00000240727;	65982
Homo_sapiens	ZNF334	ENSG00000198185	zf-C2H2	ENSP00000485779;ENSP00000402582;ENSP00000484362;ENSP00000255129;ENSP00000473194;	55713
Homo_sapiens	ZNF219	ENSG00000165804	zf-C2H2	ENSP00000450609;ENSP00000451969;ENSP00000451212;ENSP00000392401;ENSP00000450900;ENSP00000450803;ENSP00000354206;ENSP00000388558;ENSP00000451890;	51222
Homo_sapiens	THRA	ENSG00000126351	THR-like	ENSP00000264637;ENSP00000463466;ENSP00000395641;ENSP00000377679;ENSP00000464123;ENSP00000443972;ENSP00000462955;	7067
Homo_sapiens	ZIM2	ENSG00000269699	zf-C2H2	ENSP00000470326;ENSP00000486502;ENSP00000472306;ENSP00000468984;	23619
Homo_sapiens	TCF24	ENSG00000261787	bHLH	ENSP00000455444;	100129654
Homo_sapiens	ZNF181	ENSG00000197841	zf-C2H2	ENSP00000420727;ENSP00000419435;ENSP00000376065;	339318
Homo_sapiens	ALX4	ENSG00000052850	Homeobox	ENSP00000332744;	60529
Homo_sapiens	HDX	ENSG00000165259	Homeobox	ENSP00000297977;ENSP00000423670;ENSP00000362272;	139324
Homo_sapiens	ZNF530	ENSG00000183647	zf-C2H2	ENSP00000332861;ENSP00000472564;	348327
Homo_sapiens	GMEB2	ENSG00000101216	SAND	ENSP00000359094;ENSP00000359086;ENSP00000266068;	26205
Homo_sapiens	SMAD9	ENSG00000120693	MH1	ENSP00000382216;ENSP00000239885;ENSP00000369154;	4093
Homo_sapiens	HOXC11	ENSG00000123388	Homeobox	ENSP00000446680;	3227
Homo_sapiens	ZNF502	ENSG00000196653	zf-C2H2	ENSP00000296091;ENSP00000406469;ENSP00000397390;	91392
Homo_sapiens	ZNF114	ENSG00000178150	zf-C2H2	ENSP00000469998;ENSP00000471727;ENSP00000318898;	163071
Homo_sapiens	TBX4	ENSG00000121075	T-box	ENSP00000495714;ENSP00000377435;ENSP00000240335;ENSP00000495986;ENSP00000467588;	9496
Homo_sapiens	E2F6	ENSG00000169016	E2F	ENSP00000446315;ENSP00000370936;ENSP00000302159;ENSP00000438864;	1876
Homo_sapiens	FOXD4L4	ENSG00000184659	Fork_head	ENSP00000366630;	349334
Homo_sapiens	ZNF233	ENSG00000159915	zf-C2H2	ENSP00000375820;	353355
Homo_sapiens	ZNF230	ENSG00000159882	zf-C2H2	ENSP00000409318;	7773
Homo_sapiens	ZNF594	ENSG00000180626	zf-C2H2	ENSP00000382513;ENSP00000461032;	84622
Homo_sapiens	TULP1	ENSG00000112041	Tub	ENSP00000477534;ENSP00000229771;ENSP00000319414;	7287
Homo_sapiens	HOXB9	ENSG00000170689	Homeobox	ENSP00000309439;	3219
Homo_sapiens	SSRP1	ENSG00000149136	HMG	ENSP00000489564;ENSP00000278412;	6749
Homo_sapiens	DLX3	ENSG00000064195	Homeobox	ENSP00000449976;ENSP00000389870;	1747
Homo_sapiens	ZBTB1	ENSG00000126804	ZBTB	ENSP00000451000;ENSP00000451000;ENSP00000450689;ENSP00000451584;	22890
Homo_sapiens	AHR	ENSG00000106546	bHLH	ENSP00000436466;ENSP00000495987;ENSP00000242057;	196
Homo_sapiens	ZNF660	ENSG00000144792	zf-C2H2	ENSP00000324605;	285349
Homo_sapiens	CSRNP2	ENSG00000110925	CSRNP_N	ENSP00000228515;ENSP00000447657;ENSP00000447983;ENSP00000447065;	81566
Homo_sapiens	HIVEP3	ENSG00000127124	zf-C2H2	ENSP00000361665;ENSP00000361664;ENSP00000494598;	59269
Homo_sapiens	FOXJ3	ENSG00000198815	Fork_head	ENSP00000393408;ENSP00000439044;ENSP00000354449;ENSP00000403060;ENSP00000361653;ENSP00000361654;ENSP00000354620;	22887
Homo_sapiens	PRDM8	ENSG00000152784	zf-C2H2	ENSP00000406998;ENSP00000423985;ENSP00000339764;	56978
Homo_sapiens	RORC	ENSG00000143365	THR-like	ENSP00000327025;ENSP00000349164;	6097
Homo_sapiens	CEBPG	ENSG00000153879	TF_bZIP	ENSP00000284000;ENSP00000466022;	1054
Homo_sapiens	BACH1	ENSG00000156273	TF_bZIP	ENSP00000416569;ENSP00000286800;ENSP00000400576;ENSP00000470673;ENSP00000408605;ENSP00000392202;ENSP00000382805;	100379661
Homo_sapiens	ZNF705B	ENSG00000215356	zf-C2H2	ENSP00000382987;	100132396
Homo_sapiens	ZNF319	ENSG00000166188	zf-C2H2	ENSP00000299237;	57567
Homo_sapiens	FOXR1	ENSG00000176302	Fork_head	ENSP00000314806;	283150
Homo_sapiens	ZNF41	ENSG00000147124	zf-C2H2	ENSP00000315173;ENSP00000366265;	7592
Homo_sapiens	YBX1	ENSG00000065978	CSD	ENSP00000361626;ENSP00000405937;ENSP00000389639;	4904
Homo_sapiens	SATB2	ENSG00000119042	CUT	ENSP00000388764;ENSP00000401112;ENSP00000388581;ENSP00000483287;ENSP00000260926;ENSP00000405420;	23314
Homo_sapiens	ZSCAN1	ENSG00000152467	zf-C2H2	ENSP00000282326;	284312
Homo_sapiens	ZNF571	ENSG00000180479	zf-C2H2	ENSP00000351594;ENSP00000392638;ENSP00000467572;ENSP00000333660;	51276
Homo_sapiens	NKX2-8	ENSG00000136327	Homeobox	ENSP00000258829;	26257
Homo_sapiens	ZNF3	ENSG00000166526	zf-C2H2	ENSP00000299667;ENSP00000415358;ENSP00000306372;	7551
Homo_sapiens	TEAD2	ENSG00000074219	TEA	ENSP00000366419;ENSP00000469672;ENSP00000469640;ENSP00000472109;ENSP00000310701;	8463
Homo_sapiens	NR5A1	ENSG00000136931	SF-like	ENSP00000483309;ENSP00000362690;ENSP00000393245;ENSP00000362689;	2516
Homo_sapiens	ZNF485	ENSG00000198298	zf-C2H2	ENSP00000363558;ENSP00000354694;	220992
Homo_sapiens	NR2F2	ENSG00000185551	RXR-like	ENSP00000377721;ENSP00000377726;ENSP00000457112;ENSP00000389853;ENSP00000401674;	7026
Homo_sapiens	ZNF491	ENSG00000177599	zf-C2H2	ENSP00000313443;ENSP00000392176;	126069
Homo_sapiens	SP6	ENSG00000189120	zf-C2H2	ENSP00000340799;ENSP00000438209;	80320
Homo_sapiens	ZNF439	ENSG00000171291	zf-C2H2	ENSP00000395632;ENSP00000305077;	90594
Homo_sapiens	KLF14	ENSG00000266265	zf-C2H2	ENSP00000463287;	136259
Homo_sapiens	IKZF1	ENSG00000185811	zf-C2H2	ENSP00000413025;ENSP00000396554;ENSP00000342750;ENSP00000331614;ENSP00000483016;ENSP00000352123;ENSP00000496453;ENSP00000494055;ENSP00000478368;ENSP00000349928;	10320
Homo_sapiens	UBP1	ENSG00000153560	CP2	ENSP00000395558;ENSP00000283629;ENSP00000401614;ENSP00000283628;	7342
Homo_sapiens	DUXB	ENSG00000282757	Homeobox	ENSP00000491301;	100033411
Homo_sapiens	FOXA3	ENSG00000170608	Fork_head	ENSP00000304004;	3171
Homo_sapiens	ZBTB26	ENSG00000171448	ZBTB	ENSP00000362760;ENSP00000362760;ENSP00000362758;	57684
Homo_sapiens	ZNF215	ENSG00000149054	zf-C2H2	ENSP00000393202;ENSP00000278319;	7762
Homo_sapiens	ZNF284	ENSG00000186026	zf-C2H2	ENSP00000411032;	342909
Homo_sapiens	ZNF667	ENSG00000198046	zf-C2H2	ENSP00000439402;ENSP00000292069;ENSP00000486473;	63934
Homo_sapiens	ZKSCAN2	ENSG00000155592	zf-C2H2	ENSP00000331626;	342357
Homo_sapiens	THAP9	ENSG00000168152	THAP	ENSP00000305533;ENSP00000426750;ENSP00000425966;ENSP00000425503;	79725
Homo_sapiens	TCF21	ENSG00000118526	bHLH	ENSP00000237316;ENSP00000356857;	6943
Homo_sapiens	ZNF197	ENSG00000186448	zf-C2H2	ENSP00000345809;ENSP00000379370;	10168
Homo_sapiens	ZNF549	ENSG00000121406	zf-C2H2	ENSP00000365407;ENSP00000240719;	256051
Homo_sapiens	PROX1	ENSG00000117707	HPD	ENSP00000420283;ENSP00000261454;ENSP00000355925;ENSP00000400694;	5629
Homo_sapiens	TCFL5	ENSG00000101190	bHLH	ENSP00000217162;ENSP00000334294;	10732
Homo_sapiens	FOSL2	ENSG00000075426	TF_bZIP	ENSP00000264716;ENSP00000368939;ENSP00000396497;	2355
Homo_sapiens	E2F3	ENSG00000112242	E2F	ENSP00000443418;ENSP00000262904;ENSP00000483249;	1871
Homo_sapiens	BAZ2A	ENSG00000076108	MBD	ENSP00000368754;ENSP00000447941;ENSP00000446880;ENSP00000449473;	11176
Homo_sapiens	HMGB3	ENSG00000029993	HMG	ENSP00000410354;ENSP00000359393;ENSP00000405601;ENSP00000417027;ENSP00000442758;	3149
Homo_sapiens	ZNF599	ENSG00000153896	zf-C2H2	ENSP00000333802;	148103
Homo_sapiens	ZNF492	ENSG00000229676	zf-C2H2	ENSP00000413660;	57615
Homo_sapiens	ZNF232	ENSG00000167840	zf-C2H2	ENSP00000250076;ENSP00000461305;	7775
Homo_sapiens	MIER3	ENSG00000155545	MYB	ENSP00000386584;ENSP00000370596;ENSP00000370611;ENSP00000370624;	166968
Homo_sapiens	GLI1	ENSG00000111087	zf-C2H2	ENSP00000436671;ENSP00000441006;ENSP00000437607;ENSP00000434408;ENSP00000228682;	2735
Homo_sapiens	ZBTB24	ENSG00000112365	ZBTB	ENSP00000230122;ENSP00000230122;	9841
Homo_sapiens	ZNF532	ENSG00000074657	zf-C2H2	ENSP00000468532;ENSP00000465709;ENSP00000466007;ENSP00000338217;ENSP00000468238;ENSP00000464894;	55205
Homo_sapiens	ZNF644	ENSG00000122482	zf-C2H2	ENSP00000482748;	84146
Homo_sapiens	HOXD3	ENSG00000128652	Homeobox	ENSP00000386498;ENSP00000249440;	3232
Homo_sapiens	UBTF	ENSG00000108312	HMG	ENSP00000345297;ENSP00000437180;ENSP00000432925;ENSP00000390669;ENSP00000431295;ENSP00000435708;ENSP00000431539;ENSP00000377231;ENSP00000302640;ENSP00000433046;	7343
Homo_sapiens	ZNF410	ENSG00000119725	zf-C2H2	ENSP00000334170;ENSP00000451763;ENSP00000490985;ENSP00000483073;ENSP00000407130;ENSP00000323293;ENSP00000442228;ENSP00000451620;ENSP00000451748;	57862
Homo_sapiens	SP140	ENSG00000079263	SAND	ENSP00000393618;ENSP00000398210;ENSP00000342096;ENSP00000375899;	11262
Homo_sapiens	ZNF92	ENSG00000146757	zf-C2H2	ENSP00000400495;ENSP00000396126;ENSP00000350113;ENSP00000332595;	168374
Homo_sapiens	HINFP	ENSG00000172273	zf-C2H2	ENSP00000318085;ENSP00000436815;	25988
Homo_sapiens	LHX8	ENSG00000162624	Homeobox	ENSP00000294638;ENSP00000348597;	431707
Homo_sapiens	AC025287.4	ENSG00000284484	Homeobox	ENSP00000491197;	-
Homo_sapiens	ZNF20	ENSG00000132010	zf-C2H2	ENSP00000335437;	7568
Homo_sapiens	ZNF418	ENSG00000196724	zf-C2H2	ENSP00000379451;ENSP00000407039;ENSP00000468968;ENSP00000483763;ENSP00000471652;	147686
Homo_sapiens	ZBTB14	ENSG00000198081	ZBTB	ENSP00000349503;ENSP00000349503;ENSP00000478971;ENSP00000484129;ENSP00000383009;ENSP00000463555;	7541
Homo_sapiens	MLXIP	ENSG00000175727	bHLH	ENSP00000445891;ENSP00000440769;ENSP00000312834;ENSP00000444507;	22877
Homo_sapiens	CREB3L4	ENSG00000143578	TF_bZIP	ENSP00000357592;ENSP00000357589;ENSP00000391847;ENSP00000271889;ENSP00000357596;	148327
Homo_sapiens	SCX	ENSG00000260428	bHLH	ENSP00000476384;	642658
Homo_sapiens	NANOGP8	ENSG00000255192	Homeobox	ENSP00000487045;ENSP00000487073;	388112
Homo_sapiens	ZNF548	ENSG00000188785	zf-C2H2	ENSP00000379482;ENSP00000337555;	147694
Homo_sapiens	L3MBTL4	ENSG00000154655	zf-C2HC	ENSP00000318543;ENSP00000382976;ENSP00000382975;	91133
Homo_sapiens	ZNF655	ENSG00000197343	zf-C2H2	ENSP00000252713;ENSP00000377718;ENSP00000419135;ENSP00000393876;	79027
Homo_sapiens	AC118549	ENSG00000036549	MYB	ENSP00000359837;ENSP00000359834;	26009
Homo_sapiens	TBX10	ENSG00000167800	T-box	ENSP00000335191;	347853
Homo_sapiens	ZNF587	ENSG00000198466	zf-C2H2	ENSP00000345479;ENSP00000393865;ENSP00000406999;	84914
Homo_sapiens	AC012531.3	ENSG00000273049	Homeobox	ENSP00000476742;	-
Homo_sapiens	ELF1	ENSG00000120690	ETS	ENSP00000489586;ENSP00000486912;ENSP00000239882;	1997
Homo_sapiens	AC073612.1	ENSG00000258064	THAP	ENSP00000454911;	-
Homo_sapiens	LIN28A	ENSG00000131914	CSD	ENSP00000254231;ENSP00000363314;	79727
Homo_sapiens	HMGXB4	ENSG00000100281	HMG	ENSP00000216106;	10042
Homo_sapiens	ZNF396	ENSG00000186496	zf-C2H2	ENSP00000466500;ENSP00000302310;	252884
Homo_sapiens	NR2E1	ENSG00000112333	RXR-like	ENSP00000357982;ENSP00000357979;	7101
Homo_sapiens	ZNF823	ENSG00000197933	zf-C2H2	ENSP00000340683;ENSP00000466840;ENSP00000410654;	55552
Homo_sapiens	STAT4	ENSG00000138378	STAT	ENSP00000376134;ENSP00000351255;	6775
Homo_sapiens	ZNF626	ENSG00000188171	zf-C2H2	ENSP00000484232;ENSP00000469566;ENSP00000469958;	199777
Homo_sapiens	AC105001.2	ENSG00000258724	HMG	ENSP00000451145;	-
Homo_sapiens	TEF	ENSG00000167074	TF_bZIP	ENSP00000266304;ENSP00000385256;	7008
Homo_sapiens	PPARA	ENSG00000186951	THR-like	ENSP00000385523;ENSP00000414752;ENSP00000262735;ENSP00000385246;	5465
Homo_sapiens	ZNF8	ENSG00000278129	zf-C2H2	ENSP00000477716;	7554
Homo_sapiens	ZNF501	ENSG00000186446	zf-C2H2	ENSP00000379363;ENSP00000482632;	115560
Homo_sapiens	ZNF454	ENSG00000178187	zf-C2H2	ENSP00000326249;ENSP00000430354;	285676
Homo_sapiens	PRDM2	ENSG00000116731	zf-C2H2	ENSP00000312352;ENSP00000411103;ENSP00000235372;ENSP00000341621;	7799
Homo_sapiens	ETS1	ENSG00000134954	ETS	ENSP00000441430;ENSP00000433500;ENSP00000376436;ENSP00000324578;	2113
Homo_sapiens	PRDM6	ENSG00000061455	zf-C2H2	ENSP00000384725;	93166
Homo_sapiens	ZBED3	ENSG00000132846	zf-BED	ENSP00000427487;ENSP00000255198;	84327
Homo_sapiens	ZNF354C	ENSG00000177932	zf-C2H2	ENSP00000324064;	30832
Homo_sapiens	ESX1	ENSG00000123576	Homeobox	ENSP00000361669;	80712
Homo_sapiens	HOXB6	ENSG00000108511	Homeobox	ENSP00000420009;ENSP00000225648;	3216
Homo_sapiens	NFKB1	ENSG00000109320	RHD	ENSP00000226574;ENSP00000423877;ENSP00000424815;ENSP00000469340;ENSP00000424790;ENSP00000426147;ENSP00000420904;ENSP00000378297;	4790
Homo_sapiens	TULP3	ENSG00000078246	Tub	ENSP00000380321;ENSP00000442631;ENSP00000440364;ENSP00000410051;ENSP00000441319;	7289
Homo_sapiens	RARG	ENSG00000172819	THR-like	ENSP00000343698;ENSP00000388510;ENSP00000444335;ENSP00000377947;	5916
Homo_sapiens	ZNF705G	ENSG00000215372	zf-C2H2	ENSP00000383020;	100131980
Homo_sapiens	OLIG3	ENSG00000177468	bHLH	ENSP00000356708;	167826
Homo_sapiens	ZNF821	ENSG00000102984	zf-C2H2	ENSP00000458112;	55565
Homo_sapiens	HNF4A	ENSG00000101076	RXR-like	ENSP00000315180;ENSP00000396216;ENSP00000476609;ENSP00000476310;ENSP00000410911;ENSP00000481331;ENSP00000312987;ENSP00000412111;	3172
Homo_sapiens	TCF7	ENSG00000081059	HMG	ENSP00000378472;ENSP00000429547;ENSP00000429935;ENSP00000367822;ENSP00000378469;ENSP00000340347;ENSP00000429178;ENSP00000427968;ENSP00000430179;	6932
Homo_sapiens	SMAD4	ENSG00000141646	MH1	ENSP00000381452;ENSP00000341551;ENSP00000466941;ENSP00000468611;ENSP00000466934;ENSP00000465874;ENSP00000464772;ENSP00000464901;ENSP00000465878;	4089
Homo_sapiens	DMRTC2	ENSG00000142025	DM	ENSP00000470553;ENSP00000269945;ENSP00000469525;ENSP00000472488;ENSP00000472159;ENSP00000472215;	63946
Homo_sapiens	ZBED5	ENSG00000236287	zf-BED	ENSP00000398106;ENSP00000415939;	58486
Homo_sapiens	NEUROG3	ENSG00000122859	bHLH	ENSP00000242462;	50674
Homo_sapiens	ESR2	ENSG00000140009	ESR-like	ENSP00000450488;ENSP00000451582;ENSP00000335551;ENSP00000267525;ENSP00000343925;ENSP00000351412;ENSP00000345616;ENSP00000450699;ENSP00000452426;ENSP00000452485;	2100
Homo_sapiens	ZNF683	ENSG00000176083	zf-C2H2	ENSP00000388792;ENSP00000384782;ENSP00000344095;	257101
Homo_sapiens	ZEB1	ENSG00000148516	zf-C2H2	ENSP00000452787;ENSP00000452787;ENSP00000415961;ENSP00000453559;ENSP00000319248;ENSP00000319248;ENSP00000453674;ENSP00000444891;ENSP00000444891;ENSP00000453970;ENSP00000354487;ENSP00000354487;ENSP00000391612;	6935
Homo_sapiens	NPAS3	ENSG00000151322	bHLH	ENSP00000319610;ENSP00000448373;ENSP00000450392;ENSP00000348460;ENSP00000448916;ENSP00000350446;	64067
Homo_sapiens	ZNF785	ENSG00000197162	zf-C2H2	ENSP00000420340;ENSP00000456097;ENSP00000378642;	146540
Homo_sapiens	HOXA4	ENSG00000197576	Homeobox	ENSP00000448015;ENSP00000479166;ENSP00000353151;ENSP00000408845;	3201
Homo_sapiens	ZNF831	ENSG00000124203	zf-C2H2	ENSP00000360069;ENSP00000490240;	128611
Homo_sapiens	HOXB5	ENSG00000120075	Homeobox	ENSP00000239151;	3215
Homo_sapiens	HMGXB3	ENSG00000113716	HMG	ENSP00000422231;ENSP00000421917;ENSP00000479027;	22993
Homo_sapiens	ZNF227	ENSG00000131115	zf-C2H2	ENSP00000375823;ENSP00000321049;ENSP00000482749;ENSP00000467577;	7770
Homo_sapiens	ZNF446	ENSG00000083838	zf-C2H2	ENSP00000472219;ENSP00000478778;ENSP00000484676;ENSP00000472802;	55663
Homo_sapiens	PAXBP1	ENSG00000159086	GCFC	ENSP00000290178;ENSP00000328992;	94104
Homo_sapiens	HSFX2	ENSG00000268738	HSF	ENSP00000469223;	100130086
Homo_sapiens	ARID4B	ENSG00000054267	ARID	ENSP00000391497;ENSP00000264183;ENSP00000394663;ENSP00000264184;ENSP00000355562;	51742
Homo_sapiens	ZNF157	ENSG00000147117	zf-C2H2	ENSP00000366273;	7712
Homo_sapiens	MXD4	ENSG00000123933	bHLH	ENSP00000337889;	10608
